class,ANN_AAC,RF_AAC,KNN_AAC,ERT_AAC,XGB_AAC,ANN_DPC,RF_DPC,KNN_DPC,ERT_DPC,XGB_DPC,ANN_CKSAAGP,RF_CKSAAGP,KNN_CKSAAGP,ERT_CKSAAGP,XGB_CKSAAGP,ANN_PAAC,RF_PAAC,KNN_PAAC,ERT_PAAC,XGB_PAAC,ANN_PHYC,RF_PHYC,KNN_PHYC,ERT_PHYC,XGB_PHYC
1,0.053142560336367155,0.79,0.8,0.87,0.9960389137268066,0.995849358786645,0.69,0.8,0.68,0.9930720925331116,0.817963752835352,0.67,1.0,0.74,0.9245757460594177,0.9183452697926502,0.77,1.0,0.58,0.9115044474601746,0.38859490619659837,0.66,0.8,0.64,0.610765278339386
1,0.363860644637149,0.37,0.2,0.46,0.08041290193796158,0.9045560579759842,0.65,0.4,0.65,0.8953778743743896,0.807187952801286,0.72,0.8,0.67,0.99904865026474,0.1863958733573479,0.61,0.6,0.64,0.5179932117462158,0.19978962472717388,0.44,0.4,0.4,0.6189904808998108
1,0.9951314752693676,0.84,1.0,0.92,0.9923995137214661,0.9999256578457311,0.96,1.0,0.99,0.9966711401939392,0.6357740387237886,0.56,0.4,0.67,0.5444459319114685,0.9381761773821247,0.77,1.0,0.91,0.9664919376373291,0.6993123578273821,0.69,0.0,0.67,0.9633214473724365
1,0.9999558183826698,1.0,1.0,1.0,0.9998737573623657,0.9999929843461044,1.0,1.0,1.0,0.9996265172958374,0.9965907696478514,1.0,1.0,1.0,0.9999397993087769,0.99930905411567,0.99,1.0,0.99,0.9998272061347961,0.9266039886925983,0.99,1.0,0.98,0.9998226761817932
1,0.9895211922729475,0.88,1.0,0.88,0.9956705570220947,0.9999531518873876,0.9,1.0,0.91,0.9972701668739319,0.9259586722198421,0.91,1.0,0.87,0.998274564743042,0.9978117445622581,0.85,1.0,0.73,0.9937487840652466,0.8005848383430608,0.9,0.8,0.76,0.9980156421661377
1,0.9949196697988854,0.79,1.0,0.86,0.9755808711051941,0.9998088178417323,0.82,1.0,0.94,0.9798880815505981,0.7003945721699218,0.82,1.0,0.67,0.9491059184074402,0.9987918927196053,0.8,1.0,0.84,0.9984607696533203,0.6167651066100174,0.86,0.4,0.91,0.9974578022956848
1,0.24128561094964493,0.26,0.0,0.28,0.05668655410408974,0.12891978933922227,0.48,0.6,0.31,0.9883697032928467,0.19927982265944638,0.46,0.0,0.35,0.5169893503189087,0.32777706969336534,0.47,0.4,0.35,0.41288334131240845,0.28323945479088686,0.12,0.6,0.06,0.02947436086833477
1,0.5154754539692062,0.52,0.6,0.5,0.95160311460495,0.9612585631994105,0.64,1.0,0.62,0.9720503687858582,0.39866915576986023,0.66,0.4,0.69,0.8244020938873291,0.9265086716065217,0.66,0.8,0.63,0.9890073537826538,0.49437954756013175,0.38,0.4,0.46,0.2320738434791565
1,0.017945645547478527,0.73,0.2,0.57,0.9717069268226624,0.035348785243354504,0.49,0.6,0.57,0.1633646935224533,0.9227063898885379,0.6633333333333334,0.4,0.68,0.9906678795814514,0.9051711360937468,0.91,1.0,0.95,0.9986749291419983,0.27151036083915375,0.53,0.6,0.59,0.745654284954071
1,0.5734380145104546,0.3,0.0,0.35,0.1435042768716812,0.011985344791257914,0.51,0.4,0.31,0.941849410533905,0.34112611690070754,0.59,0.4,0.63,0.9338342547416687,0.29882261732021237,0.31,0.6,0.39,0.12268443405628204,0.4968705847575677,0.42,0.4,0.43,0.10645995289087296
1,0.9998957037527354,0.63,0.6,0.6,0.8232919573783875,0.9993971840100652,0.9,0.0,0.89,0.9535657167434692,0.9887371742085456,0.94,1.0,0.99,0.999356210231781,0.7119602565599922,0.74,1.0,0.57,0.9850345253944397,0.40475728915518866,0.55,0.4,0.57,0.9540321230888367
1,0.8332539970702919,0.46,0.6,0.56,0.2799544036388397,0.2764851259214775,0.6,0.2,0.43,0.9664523005485535,0.8194922206860614,0.64,0.2,0.66,0.9496387243270874,0.597269509979791,0.58,0.6,0.53,0.6505045890808105,0.36386901036814795,0.56,0.4,0.62,0.8285032510757446
1,0.8728505051490919,0.35,0.2,0.48,0.6821939945220947,0.9883299938987177,0.46,0.2,0.48,0.959947943687439,0.27694668713486675,0.64,0.4,0.57,0.9405648112297058,0.9531051131607022,0.87,1.0,0.81,0.9866942167282104,0.3608986464280712,0.72,0.8,0.73,0.7884146571159363
1,0.9676155694801674,0.51,0.2,0.55,0.7046567797660828,0.017611289489515743,0.54,0.0,0.53,0.8177902698516846,0.8060053753321313,0.67,0.4,0.64,0.8482200503349304,0.5011825300536031,0.68,0.4,0.65,0.9715914726257324,0.43106963343114185,0.63,0.8,0.67,0.8015791773796082
1,0.9651701586764634,0.78,1.0,0.93,0.9786736369132996,0.9999933493228131,0.93,1.0,0.97,0.9992327690124512,0.8793158987483484,0.79,0.6,0.9,0.9841944575309753,0.94143765409597,0.79,0.8,0.91,0.9596540927886963,0.8465807900682563,0.93,0.8,0.95,0.9823593497276306
1,0.9872608560185347,0.55,0.6,0.57,0.6511955261230469,0.9999643213780567,0.84,0.6,0.91,0.9683443307876587,0.9979723599728769,0.6934999999999999,0.4,0.635,0.9878072142601013,0.9564169515067351,0.84,1.0,0.84,0.9788939356803894,0.7078443507287455,0.72,0.4,0.66,0.9976054430007935
1,0.217803049129709,0.46,0.0,0.47,0.28095778822898865,0.7578742731531222,0.6,0.6,0.58,0.3935825824737549,0.8653872953538676,0.57,0.6,0.54,0.118684321641922,0.5074312163967172,0.54,0.6,0.71,0.25706610083580017,0.49655995247588547,0.57,0.0,0.45,0.9438343644142151
1,0.11178291109828324,0.61,0.2,0.66,0.31204891204833984,0.009526836705913214,0.46,0.2,0.33,0.8660457134246826,0.4581733895331799,0.54,0.2,0.65,0.9846847057342529,0.701783915383149,0.56,0.8,0.53,0.7151945233345032,0.1790114782938926,0.57,0.0,0.56,0.9832825660705566
1,0.14041962795566076,0.47,0.0,0.37,0.47834357619285583,0.2837964069997541,0.74,0.2,0.69,0.9687255024909973,0.21195480489541538,0.5,0.0,0.43,0.25037556886672974,0.7226872178819326,0.7,0.6,0.68,0.8816829323768616,0.4959519974716131,0.36,0.0,0.42,0.26157552003860474
1,0.042436738434255716,0.32,0.2,0.3,0.013791595585644245,0.1938245627786506,0.35,0.2,0.29,0.8454221487045288,0.1092478741627632,0.5,0.2,0.46,0.6265067458152771,0.7030643497476563,0.78,0.8,0.68,0.96288001537323,0.3381037038170273,0.44,0.2,0.33,0.6901752948760986
