,class,KNN_PAAC,KNN_DPC,ERT_CKSAAGP,KNN_AAC,ANN_DPC,ANN_AAC,KNN_CKSAAGP,KNN_PHYC,XGB_DPC
225,1,1.0,1.0,0.82,0.8,0.99985242875029,0.9895783266186156,1.0,1.0,0.9881688952445984
226,1,0.8,1.0,0.15,0.6,0.9924794751878664,0.948926294311623,0.0,0.2,0.06653882563114166
227,1,1.0,1.0,0.93,1.0,0.9390788623177776,0.97772877575812,1.0,1.0,0.7515632510185242
228,1,1.0,0.0,0.72,0.4,0.9986086995492583,0.9989224307383259,0.6,0.4,0.9979034662246704
229,1,0.8,0.6,0.5,0.4,0.9873156239166772,0.1776034375770621,0.0,0.2,0.9532659649848938
230,1,1.0,1.0,0.64,0.0,0.9998724954736404,0.3978305272947104,0.4,1.0,0.9891571998596193
231,1,1.0,1.0,0.79,0.8,0.9999870511612255,0.9999999901288658,0.8,0.6,0.9955409169197084
232,1,1.0,0.8,0.36,0.8,0.5029452312312873,0.9716840087785285,0.2,0.6,0.9082092046737672
233,1,1.0,1.0,0.96,1.0,0.999970486739057,0.9991309033548812,1.0,0.8,0.924172341823578
234,1,0.4,0.8,0.29,1.0,0.9393895130272925,0.6915286383277209,0.4,0.6,0.09397054463624954
235,1,0.6,0.2,0.67,0.0,0.8088189108340882,0.5460490374714851,0.4,0.6,0.8016377091407776
236,1,0.2,0.2,0.57,0.2,0.563172035681105,0.9111303626057432,0.4,1.0,0.5868784785270691
237,1,1.0,1.0,0.83,0.8,0.999946006264865,0.9973957204011349,0.6,1.0,0.999289870262146
238,1,0.0,0.4,0.51,0.0,0.015445860096088091,0.09453615940827546,0.4,1.0,0.07440340518951416
239,1,1.0,0.4,0.93,1.0,0.9997362843028216,0.9999999523696756,0.6,0.8,0.9871249794960022
240,1,0.0,0.4,0.47,0.4,0.7647857043938266,0.954006967794518,0.2,0.4,0.4732063710689545
241,1,0.8,0.0,0.42,0.4,0.8237483581434445,0.9235147175693721,0.2,0.4,0.9828463196754456
242,1,0.6,0.6,0.38,0.4,0.9938439555908712,0.3015095771052737,0.0,0.4,0.4673615097999573
